,price,sex,age
252,18.77,m,34
253,65.96,f,38
254,49.06,f,41
255,36.86,m,42
256,95.97,m,37
257,34.97,m,41
258,42.94,m,49
259,4.99,m,44
260,12.97,f,44
261,35.120000000000005,f,32
262,25.35,f,35
263,22.86,m,33
264,53.95,f,64
265,20.98,m,34
266,4.99,f,39
267,14.98,f,32
268,83.86999999999999,m,31
269,32.97,m,43
270,66.74000000000001,m,30
271,4.99,f,59
272,45.23,f,26
273,4.99,m,65
274,42.6,m,43
275,19.98,m,39
276,30.5,m,43
277,12.98,f,35
278,20.58,f,38
279,11.98,m,49
280,46.68000000000001,f,84
281,30.39,m,45
282,29.4,f,48
283,28.75,f,40
284,58.16,f,40
285,23.98,m,37
286,19.84,f,38
287,46.86,f,48
288,4.99,m,57
289,65.86999999999999,f,50
290,41.89,m,39
291,52.57000000000001,m,41
292,4.99,m,49
293,44.96,f,65
294,17.98,f,56
295,42.48,f,32
296,11.98,f,49
297,55.53,m,28
298,23.96,m,31
299,113.04,m,60
300,20.65,m,36
301,61.06,m,33
302,19.36,f,32
303,4.99,m,43
304,23.71,m,39
305,32.660000000000004,f,41
306,4.99,f,34
307,4.99,f,43
308,4.99,m,77
309,65.5,f,43
310,12.98,m,42
311,40.46,f,41
312,73.82000000000001,f,33
313,4.99,m,31
314,24.65,m,30
315,32.97,f,17
316,41.96,f,41
317,4.99,m,51
318,82.13000000000001,m,24
319,22.46,m,45
320,34.19,m,45
321,23.98,f,35
322,78.56,m,30
323,51.92,m,30
324,15.98,f,54
325,4.99,m,48
326,4.99,m,46
327,60.08,m,57
328,36.22,f,46
329,4.99,f,56
330,8.940000000000001,m,31
331,43.3,m,32
332,38.43,m,33
333,14.73,m,33
334,4.99,m,51
335,4.99,m,52
336,16.72,m,32
337,9.4,f,33
338,59.21,m,67
339,4.99,f,71
340,29.36,f,39
341,35.47,f,39
342,15.3,m,41
343,4.99,m,68
344,29.82,f,42
345,13.98,m,33
346,36.28,m,44
347,33.53,f,25
348,34.53,m,47
349,42.2,m,45
350,16.42,f,41
351,57.64,m,33
352,4.99,f,73
353,4.99,f,45
354,4.99,f,53
355,12.98,f,47
356,39.0,f,45
357,76.36,m,54
358,4.99,f,33
359,26.06,f,36
360,16.4,m,39
361,17.65,f,58
362,10.85,f,37
363,59.92999999999999,m,38
364,4.99,f,57
365,22.97,m,40
366,8.27,m,48
367,96.95,f,17
368,24.37,f,32
369,18.77,f,40
370,18.98,m,74
371,4.99,f,72
372,21.54,f,47
373,57.14,m,48
374,57.96,f,41
375,4.99,f,72
376,35.63,f,39
377,23.23,f,44
378,30.97,m,35
379,40.54,m,32
380,81.16,f,62
381,24.0,m,40
382,13.98,m,40
383,30.97,m,43
384,18.21,m,47
385,4.99,m,17
386,23.03,m,37
387,64.97,m,55
388,72.69999999999999,m,26
389,45.91,f,31
390,4.99,f,50
391,12.98,f,46
392,33.53,m,56
393,28.36,f,44
394,4.99,f,70
395,151.36999999999998,m,72
396,32.99,m,33
397,4.99,f,46
398,38.18,m,48
399,14.98,f,50
400,4.99,m,63
401,76.78,m,42
402,53.45,m,17
403,30.1,f,44
404,42.85,f,40
405,53.89,m,41
406,21.11,m,41
407,11.12,m,41
408,22.14,m,41
409,11.12,m,42
410,39.1,m,31
411,41.11,f,38
412,22.1,m,47
413,37.59,m,33
414,131.41,f,89
415,24.83,m,44
416,11.12,f,51
417,90.41,f,54
418,56.1,f,53
419,30.0,f,53
420,22.11,m,52
421,11.12,m,52
422,11.12,m,52
423,34.11,m,52
424,59.33,m,43
425,27.11,f,44
426,63.19,m,47
427,11.12,f,52
428,30.2,m,63
429,162.2,m,31
430,26.4,m,33
431,26.11,m,38
432,11.12,f,37
433,29.11,f,66
434,27.36,f,41
435,46.1,f,36
436,11.12,m,40
437,43.49,f,34
438,92.5,m,43
439,11.12,f,57
440,40.31,m,41
441,94.07,m,39
442,21.83,f,35
443,48.29,f,34
444,131.1,m,55
445,114.74,m,39
446,18.11,m,34
447,11.12,m,53
448,75.06,m,61
449,55.870000000000005,f,27
450,55.59,f,49
451,89.39,m,37
452,15.739999999999998,f,52
453,30.62,f,48
454,41.71,m,35
455,94.68,f,20
456,83.71,m,21
457,58.50999999999999,f,46
458,34.11,m,70
459,39.77,m,45
460,18.18,f,35
461,35.11,f,32
462,11.12,m,55
463,11.12,f,53
464,11.12,f,51
465,56.69,m,39
466,11.12,m,44
467,19.73,f,47
468,11.12,f,62
469,11.12,m,45
470,58.61000000000001,m,61
471,20.1,f,32
472,11.12,f,54
473,41.11,f,42
474,93.77,f,25
475,11.12,f,54
476,11.12,m,40
477,26.11,m,34
478,47.09,m,43
479,27.72,m,43
480,24.23,f,69
481,48.1,f,40
482,11.12,f,83
483,11.12,m,28
484,11.12,m,52
485,54.47,m,29
486,93.33,f,30
487,11.12,f,58
488,19.11,m,46
489,11.12,m,23
490,38.9,f,43
491,63.38,m,19
492,11.12,m,67
493,32.76,m,30
494,11.12,m,77
495,27.77,m,51
496,11.12,f,63
497,21.85,m,59
498,53.89,f,41
499,24.11,f,39
500,95.11,f,25
501,20.79,f,71
502,55.05,f,34
503,20.44,f,65
504,11.12,f,65
505,11.12,f,38
506,38.73,f,64
507,35.52,m,41
508,11.12,m,65
509,21.0,m,35
510,192.09,m,63
511,73.88000000000001,m,69
512,11.12,f,55
513,11.12,f,65
514,11.12,f,60
515,11.12,m,17
516,60.77,f,66
517,11.12,m,68
518,133.79,f,34
519,11.12,m,55
520,11.12,m,52
521,11.12,m,23
522,11.12,m,26
523,125.18,f,63
524,27.130000000000003,m,22
525,77.37,m,24
526,52.080000000000005,f,45
527,11.12,f,51
528,50.9,f,51
529,11.12,f,25
530,125.11,f,24
531,28.11,m,59
532,36.1,m,63
533,30.17,f,44
534,23.17,f,35
535,34.160000000000004,f,35
536,19.18,m,48
537,31.03,m,41
538,44.33,m,41
539,19.18,m,41
540,112.12,m,41
541,24.16,m,41
542,45.09,m,41
543,46.06,m,41
544,19.18,m,41
545,53.39000000000001,m,41
546,76.89999999999999,m,41
547,34.03,m,41
548,24.17,m,41
549,45.41,m,41
550,22.2,m,41
551,80.94,m,49
552,95.14,f,43
553,19.18,m,37
554,19.18,f,44
555,55.49,m,31
556,52.260000000000005,m,33
557,19.18,f,51
558,62.11,f,37
559,76.59,f,37
560,54.1,f,53
561,88.44,f,54
562,37.17,f,53
563,54.04,f,53
564,106.13,f,53
565,79.97,f,53
566,54.26,f,54
567,50.14000000000001,f,53
568,96.46,f,53
569,65.38,f,53
570,38.09,m,52
571,19.18,m,53
572,19.18,m,52
573,63.16,m,52
574,45.64,m,52
575,49.4,m,53
576,23.56,m,41
577,44.64,f,47
578,64.80000000000001,m,31
579,61.69,m,22
580,169.9,m,22
581,19.18,f,52
582,91.94,f,51
583,19.18,m,34
584,29.17,f,37
585,40.17,m,27
586,19.18,m,49
587,60.1,f,56
588,19.18,f,71
589,19.18,f,72
590,43.510000000000005,f,38
591,31.730000000000004,m,45
592,59.34,f,37
593,48.95,f,45
594,46.150000000000006,m,50
595,33.17,f,50
596,62.82,m,30
597,35.17,m,30
598,72.07,f,33
599,19.18,m,50
600,43.040000000000006,f,45
601,19.18,f,40
602,37.34,f,42
603,44.16,m,29
604,19.18,m,34
605,37.18,f,39
606,45.07,m,65
607,50.82,m,33
608,30.97,f,47
609,32.160000000000004,f,34
610,79.62,m,38
611,25.17,m,54
612,36.67,m,30
613,19.18,f,57
614,30.94,m,47
615,33.17,m,35
616,28.46,m,45
617,105.01,f,29
618,32.68,m,44
619,19.18,f,40
620,62.3,f,40
621,36.32,m,70
622,19.18,f,31
623,75.13,f,44
624,19.18,f,32
625,19.18,m,78
626,51.64,f,49
627,51.13,m,30
628,61.98,f,30
629,19.18,f,40
630,53.16,m,54
631,19.18,m,39
632,44.29,f,34
633,52.02,f,34
634,38.17,m,51
635,19.18,m,49
636,35.879999999999995,f,41
637,225.15,f,85
638,78.60000000000001,f,17
639,49.8,m,31
640,28.75,f,46
641,26.17,f,37
642,19.18,m,50
643,44.760000000000005,f,67
644,120.27,m,37
645,32.62,m,31
646,42.17,f,47
647,47.08,f,36
648,44.17,m,65
649,87.92,m,50
650,74.27000000000001,m,36
651,19.18,m,23
652,33.61,m,32
653,28.92,f,41
654,22.85,f,41
655,38.17,m,17
656,113.88,f,56
657,45.43,m,32
658,19.18,m,37
659,120.49,m,68
660,51.78,m,41
661,48.82,m,42
662,19.18,m,73
663,19.18,m,53
664,73.17,m,29
665,33.17,m,51
666,19.18,f,53
667,29.17,f,42
668,35.88,m,36
669,44.74,f,45
670,19.18,m,59
671,87.13999999999999,m,84
672,43.7,f,42
673,65.95,f,37
674,84.93,f,42
675,78.82,f,62
676,77.14999999999999,f,38
677,35.17,m,50
678,86.75,f,27
679,76.41999999999999,f,82
680,46.17,f,54
681,41.49,f,44
682,35.25,m,23
683,45.79,m,33
684,46.650000000000006,m,39
685,38.11,f,48
686,47.82,m,37
687,99.26,m,50
688,33.17,f,79
689,34.7,f,45
690,65.49,f,43
691,69.15,m,36
692,29.160000000000004,f,47
693,19.18,f,88
694,19.18,f,88
695,85.5,f,43
696,32.44,m,38
697,19.18,f,87
698,43.760000000000005,m,49
699,61.580000000000005,m,49
700,36.42,f,31
701,30.17,m,40
702,19.18,m,71
703,76.23,m,33
704,49.17,f,27
705,19.18,m,65
706,24.17,m,45
707,23.7,m,41
708,34.17,m,33
709,33.94,m,37
710,19.18,f,20
711,68.5,f,23
712,19.18,m,61
713,32.17,m,36
714,23.17,m,41
715,84.41000000000001,m,33
716,41.53,f,39
717,19.18,f,72
718,64.6,m,42
719,19.18,m,64
720,40.17,f,61
721,31.17,f,50
722,19.18,f,38
723,112.68,f,49
724,44.52,f,38
725,34.77,f,51
726,29.58,f,44
727,19.18,m,17
728,75.72,f,46
729,19.18,m,69
730,32.17,f,45
731,19.18,f,35
732,19.18,f,42
733,19.18,f,51
734,133.9,f,63
735,66.96000000000001,f,38
736,36.97,f,85
737,19.18,m,67
738,56.16,m,53
739,19.18,m,63
740,23.17,f,34
741,87.69999999999999,f,58
742,19.18,f,23
743,27.17,m,71
744,52.15,f,37
745,24.07,f,57
746,19.18,m,44
747,37.16,f,44
748,180.75,f,50
749,43.38,f,61
750,40.36,m,34
751,31.65,m,36
752,56.53,m,46
753,34.56,m,46
754,19.18,f,71
755,34.19,m,73
756,36.17,f,17
757,167.03,m,56
758,38.17,m,66
759,32.17,m,66
760,57.65,m,28
761,19.18,f,20
762,66.15,m,31
763,23.17,f,41
764,63.45,f,46
765,19.18,m,80
766,38.78,m,46
767,37.93,m,67
768,50.04,m,43
769,19.18,f,63
770,120.7,f,63
771,66.02,m,75
772,46.17,m,57
773,38.51,m,45
774,24.17,f,40
775,46.44,f,70
776,82.94999999999999,f,56
777,71.39,m,65
778,19.18,m,51
779,29.03,f,49
780,39.150000000000006,m,32
781,38.53,m,47
782,41.95,f,27
783,45.49,f,58
784,43.17,m,46
785,19.18,f,37
786,19.18,f,54
787,19.18,m,75
788,35.160000000000004,f,32
789,86.53999999999999,f,33
790,41.17,f,67
791,22.73,m,36
792,19.18,f,54
793,65.35,m,60
794,49.53,f,37
795,30.9,m,36
796,88.15,f,56
797,19.18,f,63
798,19.18,f,58
799,89.16999999999999,m,18
800,19.18,m,70
801,90.54,f,27
802,19.18,f,34
803,71.44,m,51
804,38.76,m,49
805,19.18,f,51
806,38.67,f,35
807,19.18,f,41
808,75.24,f,17
809,32.22,f,70
810,19.18,f,47
811,35.620000000000005,f,32
812,19.18,f,67
813,29.93,m,67
814,19.18,m,30
815,19.18,m,54
816,19.18,m,30
817,29.17,m,42
818,44.17,f,55
819,47.18,m,53
820,23.17,m,37
821,72.56,f,45
822,19.18,f,59
823,46.55,f,37
824,48.620000000000005,f,24
825,19.18,f,62
826,54.47,f,17
827,19.18,m,44
828,77.6,m,64
829,35.17,f,40
830,50.16,m,33
831,30.17,m,28
832,43.17,f,69
833,19.18,f,58
834,19.18,f,70
835,43.17,f,65
836,34.99,m,28
837,19.18,m,70
838,65.21000000000001,f,77
839,77.22,f,66
840,31.27,m,47
841,19.18,f,56
842,26.83,f,78
843,19.18,m,49
844,24.07,m,30
845,19.18,m,41
846,19.18,m,43
847,46.04,m,38
848,63.11,f,48
849,47.84,f,23
850,35.17,f,26
851,103.79999999999998,f,65
852,52.2,m,37
853,19.18,f,65
854,195.17,m,17
855,47.17,f,57
856,63.42,f,52
857,128.70999999999998,f,48
858,30.160000000000004,f,39
859,43.17,m,56
860,19.18,f,30
861,29.31,m,33
862,74.24,f,21
863,26.88,m,62
864,74.16,f,50
865,19.18,m,56
866,19.18,m,57
867,24.58,m,56
868,19.18,m,62
869,19.18,m,35
870,37.17,f,34
871,19.18,f,68
872,47.72,f,67
873,45.41,m,48
874,19.18,f,17
875,71.5,f,29
876,63.75,f,47
877,19.18,f,56
878,64.86,f,48
879,52.99,f,48
880,39.16,m,38
881,24.02,f,56
882,19.18,f,55
883,19.18,f,54
884,44.49,f,30
885,19.18,f,44
886,80.27,f,67
887,19.18,m,51
888,30.59,f,91
889,19.18,f,92
890,30.17,f,52
891,19.18,m,53
892,19.18,f,33
893,53.63,m,51
894,19.18,f,36
895,80.38,m,20
896,62.14000000000001,f,47
897,47.17,m,58
898,60.0,m,64
899,19.18,m,52
900,69.7,f,26
901,19.18,m,39
902,57.93,m,22
903,19.18,m,72
904,40.17,m,56
905,30.17,f,58
906,19.18,m,37
907,91.34,m,77
908,19.18,m,52
909,95.82999999999998,f,56
910,19.18,m,33
911,36.17,f,50
912,85.83000000000001,m,52
913,19.18,m,51
914,39.45,m,44
915,19.18,m,68
916,19.18,f,65
917,30.37,f,54
918,94.14,m,36
919,19.18,m,56
920,19.18,f,64
921,22.93,m,33
922,45.34,m,20
923,19.18,m,64
924,31.69,f,56
925,19.18,f,23
926,69.92,f,23
927,28.73,m,33
928,90.54,m,62
929,30.17,m,63
930,112.15,f,55
931,51.82,m,40
932,45.43,m,40
933,19.18,f,72
934,45.79,f,67
935,39.17,f,59
936,19.18,f,53
937,132.16,m,25
938,19.18,m,17
939,19.18,f,29
940,19.18,m,25
941,100.73,f,19
942,19.18,f,19
943,19.18,m,64
944,52.620000000000005,f,29
945,37.17,f,38
946,35.17,f,49
947,19.18,f,49
948,19.18,f,61
949,24.17,m,43
950,19.18,m,21
951,77.39,f,49
952,49.36000000000001,m,39
953,24.17,f,72
954,19.18,m,60
955,19.18,f,51
956,25.17,f,52
957,29.17,f,44
958,91.37,f,56
959,19.18,f,80
960,19.18,f,30
961,34.61,f,34
962,19.18,f,57
963,65.8,m,30
964,35.17,f,35
965,19.18,f,49
966,19.18,m,71
967,19.18,m,69
968,43.85,f,67
969,38.67,f,30
970,73.95,f,33
971,98.81,f,54
972,19.18,m,61
973,37.17,m,79
974,34.81,f,44
975,19.18,f,58
976,98.53,f,58
977,76.80000000000001,m,74
978,19.18,f,52
979,40.57,f,53
980,45.91,m,38
981,19.18,f,47
982,19.18,f,18
983,19.18,f,57
984,85.26,f,18
985,27.17,m,70
986,36.17,m,22
987,19.18,m,76
988,19.18,m,63
989,66.36999999999999,m,29
990,23.68,f,39
991,19.18,f,33
992,33.17,m,59
993,54.91,f,65
994,33.17,m,26
995,19.18,m,25
996,112.61,m,21
997,23.17,m,31
998,19.18,f,69
999,19.18,f,19
1000,19.18,f,25
1001,42.55,f,76
1002,69.16,m,66
1003,28.46,m,49
1004,19.18,m,34
1005,34.8,f,72
1006,132.01,m,19
1007,70.17,m,18
1008,26.5,f,34
1009,19.18,m,25
1010,37.66,f,22
1011,19.18,m,19
1012,64.53,f,80
1013,19.18,f,52
1014,26.63,f,46
1015,59.13,m,24
1016,24.8,f,44
1017,19.18,m,20
1018,19.18,f,23
1019,34.16,f,23
1020,27.17,m,48
1021,19.18,m,17
1022,19.18,m,31
1023,19.18,f,59
1024,19.18,m,29
1025,19.18,m,39
1026,35.17,m,24
1027,44.23,m,52
1028,19.18,m,64
1029,46.33,f,25
1030,19.18,m,58
1031,51.82,f,38
1032,36.17,m,64
1033,19.18,f,61
1034,37.91,f,65
1035,32.2,f,44
1036,21.86,f,39
1037,13.32,f,32
1038,36.64,m,48
1039,42.39,m,30
1040,28.98,m,48
1041,83.48,f,43
1042,36.35,f,43
1043,35.84,m,32
1044,9.98,m,47
1045,40.51,m,41
1046,4.99,m,41
1047,74.56,m,41
1048,9.98,m,42
1049,36.71,m,41
1050,14.6,m,41
1051,4.99,m,42
1052,39.47,m,41
1053,22.71,m,41
1054,42.96,m,41
1055,16.0,m,41
1056,29.43,m,41
1057,20.35,m,41
1058,28.82,m,41
1059,46.34,m,41
1060,21.64,m,42
1061,9.98,m,41
1062,9.7,m,41
1063,67.7,m,41
1064,11.42,m,41
1065,11.83,m,41
1066,39.35,m,41
1067,22.82,m,41
1068,92.49,m,41
1069,14.5,m,41
1070,26.82,f,47
1071,13.98,m,50
1072,19.98,m,46
1073,43.68,m,36
1074,18.06,m,36
1075,4.99,f,34
1076,20.98,f,33
1077,28.03,f,33
1078,4.99,f,33
1079,15.16,f,38
1080,31.71,m,46
1081,47.69,f,40
1082,29.97,f,41
1083,52.53,f,48
1084,28.07,m,42
1085,32.25,m,42
1086,27.97,f,41
1087,56.96,f,48
1088,17.130000000000003,f,35
1089,16.29,m,35
1090,64.83,m,36
1091,170.70000000000002,f,53
1092,19.19,f,54
1093,10.98,f,53
1094,40.88,f,53
1095,39.97,f,53
1096,4.99,m,52
1097,4.99,m,52
1098,4.99,m,52
1099,4.99,m,53
1100,26.94,f,47
1101,31.23,m,42
1102,4.99,m,39
1103,20.4,m,45
1104,53.620000000000005,m,33
1105,30.39,m,41
1106,4.99,f,65
1107,20.86,f,49
1108,107.11,f,35
1109,35.97,f,34
1110,33.26,f,31
1111,30.02,f,47
1112,30.98,f,42
1113,40.97,m,49
1114,4.99,m,68
1115,17.270000000000003,m,30
1116,18.29,f,39
1117,41.9,m,38
1118,100.06,f,29
1119,4.99,f,33
1120,12.98,f,34
1121,4.99,m,32
1122,4.99,m,33
1123,20.98,f,46
1124,4.99,m,52
1125,4.99,m,52
1126,15.39,m,42
1127,17.98,f,26
1128,75.19999999999999,m,49
1129,67.97,f,33
1130,105.42,m,47
1131,4.99,m,37
1132,18.67,f,46
1133,20.97,f,46
1134,41.010000000000005,f,64
1135,75.1,m,42
1136,41.48,m,45
1137,24.83,m,45
1138,21.98,f,38
1139,4.99,m,37
1140,32.02,f,37
1141,11.98,m,48
1142,4.99,f,63
1143,29.51,f,31
1144,4.99,m,53
1145,13.6,m,45
1146,34.97,f,40
1147,4.99,m,37
1148,15.98,m,47
1149,18.98,m,40
1150,61.25,m,38
1151,14.45,m,33
1152,26.36,m,41
1153,39.31,m,17
1154,43.00000000000001,m,47
1155,4.99,f,58
1156,50.11000000000001,m,31
1157,19.01,f,33
1158,27.53,m,45
1159,21.75,m,48
1160,17.65,m,35
1161,37.71,m,30
1162,8.98,m,40
1163,152.34,f,41
1164,73.75999999999999,m,55
1165,12.97,m,39
1166,53.97,f,48
1167,4.99,m,57
1168,10.98,f,19
1169,59.51,m,47
1170,46.42999999999999,m,49
1171,18.98,m,50
1172,31.21,f,41
1173,60.830000000000005,f,39
1174,8.98,f,43
1175,53.74,f,46
1176,4.99,f,54
1177,35.97,m,37
1178,11.29,m,44
1179,35.97,f,44
1180,12.98,m,32
1181,15.98,m,38
1182,26.97,f,40
1183,136.6,f,40
1184,28.450000000000003,m,45
1185,55.18,f,35
1186,27.84,f,32
1187,14.65,m,38
1188,34.71,f,46
1189,4.99,f,62
1190,9.32,m,43
1191,21.98,f,66
1192,39.43,f,38
1193,75.41,f,40
1194,21.64,f,18
1195,33.51,f,30
1196,22.93,f,43
1197,4.99,f,69
1198,20.98,f,69
1199,43.92,m,37
1200,49.0,m,38
1201,18.93,f,44
1202,16.310000000000002,f,33
1203,93.0,f,48
1204,14.53,m,30
1205,46.98,m,30
1206,32.95,m,30
1207,22.23,f,30
1208,23.28,f,36
1209,25.42,f,48
1210,4.99,m,65
1211,42.97,f,39
1212,38.79,f,35
1213,35.91,m,38
1214,13.98,f,37
1215,4.99,f,34
1216,53.41,f,37
1217,13.57,f,36
1218,23.85,f,43
1219,51.24,m,43
1220,39.6,m,34
1221,4.99,m,38
1222,46.53,f,36
1223,22.97,m,40
1224,11.54,f,46
1225,19.75,m,30
1226,4.99,f,52
1227,59.45000000000001,f,32
1228,4.99,m,32
1229,46.29,m,41
1230,4.99,f,59
1231,4.99,m,47
1232,30.25,m,48
1233,4.99,f,44
1234,33.59,m,44
1235,20.97,m,45
1236,19.98,f,49
1237,21.98,f,50
1238,44.36000000000001,f,44
1239,58.94,f,42
1240,25.97,m,39
1241,10.98,m,45
1242,36.790000000000006,m,45
1243,4.99,f,58
1244,12.98,m,41
1245,20.28,f,39
1246,13.98,f,37
1247,4.99,f,47
1248,10.98,m,47
1249,58.54,f,43
1250,24.97,f,36
1251,53.01,f,31
1252,30.15,f,30
1253,56.38,m,40
1254,30.83,m,33
1255,55.26,m,41
1256,14.98,f,32
1257,54.16,m,33
1258,26.97,f,42
1259,19.89,m,45
1260,32.29,m,31
1261,4.99,m,43
1262,23.99,m,40
1263,4.99,f,47
1264,58.46000000000001,f,47
1265,29.88,f,34
1266,31.81,m,48
1267,20.98,m,36
1268,50.41,m,34
1269,29.8,f,37
1270,23.97,f,37
1271,19.73,f,38
1272,19.98,m,48
1273,4.99,f,44
1274,15.7,f,43
1275,4.99,f,71
1276,4.99,f,45
1277,53.53999999999999,m,45
1278,4.99,m,35
1279,25.97,f,79
1280,50.24999999999999,f,33
1281,25.82,f,33
1282,4.99,f,74
1283,58.96,m,47
1284,12.42,f,42
1285,20.06,m,49
1286,58.23,m,43
1287,4.99,f,54
1288,4.99,m,67
1289,27.06,f,47
1290,20.98,m,38
1291,4.99,f,65
1292,52.040000000000006,f,35
1293,15.98,f,44
1294,49.21,f,44
1295,11.98,m,37
1296,38.59,m,36
1297,76.89,f,35
1298,174.49,f,36
1299,21.98,f,35
1300,4.99,f,59
1301,4.99,f,72
1302,4.99,f,39
1303,4.99,f,62
1304,31.78,f,43
1305,21.69,m,31
1306,4.99,f,53
1307,31.97,m,66
1308,52.76,m,37
1309,25.54,m,49
1310,13.3,m,41
1311,10.98,m,30
1312,33.97,f,30
1313,31.64,m,36
1314,64.51,m,60
1315,4.99,m,67
1316,18.98,m,39
1317,32.58,m,43
1318,37.64,m,33
1319,85.38,f,22
1320,54.59,f,34
1321,29.8,f,35
1322,31.98,f,58
1323,16.560000000000002,m,30
1324,28.73,m,40
